ID,Prob1
166, 0.14
167, 0.40
168, 0.19
169, 0.07
170, 0.06
171, 0.33
172, 0.20
173, 0.52
174, 0.02
175, 0.08
176, 0.36
177, 0.36
178, 0.55
179, 0.19
180, 0.50
181, 0.38
182, 0.08
183, 0.20
184, 0.69
185, 0.44
186, 0.50
187, 0.81
188, 0.06
189, 0.23
190, 0.98
191, 0.06
192, 0.58
193, 0.24
194, 0.27
195, 0.33
196, 0.05
197, 0.39
198, 0.37
199, 0.27
200, 0.19
201, 0.23
202, 0.76
203, 0.23
204, 0.08
205, 0.39
206, 0.25
207, 0.34
208, 0.35
209, 0.77
210, 0.29
211, 0.03
212, 0.26
213, 0.69
214, 0.26
215, 0.28
216, 0.26
217, 0.20
218, 0.17
219, 0.30
220, 0.27
221, 0.08
222, 0.44
223, 0.64
224, 0.33
225, 0.27
226, 0.39
227, 0.42
228, 0.44
229, 0.28
230, 0.31
231, 0.85
232, 0.18
233, 0.31
234, 0.27
235, 0.36
236, 0.30
237, 0.29
238, 0.49
239, 0.38
240, 0.28
241, 0.44
242, 0.12
243, 0.08
244, 0.22
245, 0.05
246, 0.07
247, 0.76
248, 0.39
249, 0.14
250, 0.95
251, 0.20
252, 0.03
253, 0.24
254, 0.33
255, 0.26
256, 0.45
257, 0.26
258, 0.96
259, 0.03
260, 0.69
261, 0.03
262, 0.21
263, 0.20
264, 0.37
265, 0.02
266, 0.20
267, 0.18
268, 0.22
269, 0.75
270, 0.06
271, 0.23
272, 0.20
273, 0.29
274, 0.50
275, 0.29
276, 0.60
277, 0.79
278, 0.29
279, 0.20
280, 0.75
281, 0.26
282, 0.20
283, 0.27
284, 0.33
285, 0.45
286, 0.23
287, 0.33
288, 0.30
289, 0.20
290, 0.20
291, 0.26
292, 0.36
293, 0.44
294, 0.14
295, 0.08
296, 0.21
297, 0.06
298, 0.08
299, 0.58
300, 0.31
301, 0.67
302, 0.48
303, 0.33
304, 0.14
305, 0.32
306, 0.35
307, 0.31
308, 0.38
309, 0.64
310, 0.46
311, 0.24
312, 0.53
313, 0.17
314, 0.45
315, 0.53
316, 0.18
317, 0.49
318, 0.03
319, 0.03
320, 0.24
321, 0.25
322, 0.26
323, 0.23
324, 0.02
325, 0.36
326, 0.08
327, 0.35
328, 0.14
329, 0.20
330, 0.19
331, 0.37
332, 0.39
333, 0.20
334, 0.33
335, 0.20
336, 0.14
337, 0.87
338, 0.32
339, 0.33
340, 0.26
341, 0.39
342, 0.05
343, 0.06
344, 0.21
345, 0.76
346, 0.72
347, 0.05
348, 0.14
349, 0.68
350, 0.23
351, 0.43
352, 0.23
353, 0.53
354, 0.51
355, 0.35
356, 0.00
357, 0.37
358, 0.20
359, 0.23
360, 0.31
361, 0.18
362, 0.20
363, 0.41
364, 0.18
365, 0.72
366, 0.24
367, 0.29
368, 0.20
369, 0.33
370, 0.26
371, 0.24
372, 0.35
373, 0.29
374, 0.34
375, 0.24
376, 0.53
377, 0.30
378, 0.52
379, 0.20
380, 0.50
381, 0.15
382, 0.18
383, 0.57
384, 0.22
385, 0.06
386, 0.33
387, 0.35
388, 0.27
389, 0.41
390, 0.20
391, 0.19
392, 0.45
393, 0.23
394, 0.26
395, 0.20
396, 0.64
397, 0.03
398, 0.26
399, 0.99
400, 0.43
401, 0.04
402, 0.01
403, 0.26
404, 0.39
405, 0.36
406, 0.50
407, 0.48
408, 0.22
409, 0.20
410, 0.01
411, 0.26
412, 0.33
413, 0.55
414, 0.33
415, 0.08
416, 0.05
417, 0.26
418, 0.03
419, 0.29
420, 0.42
421, 0.31
422, 0.22
423, 0.26
424, 0.44
425, 0.39
426, 0.20
427, 0.33
428, 0.07
429, 0.01
430, 0.22
431, 0.45
432, 0.20
433, 0.28
434, 0.58
435, 0.35
436, 0.35
437, 0.33
438, 0.06
439, 0.27
440, 0.05
441, 0.33
442, 0.94
443, 0.23
444, 0.45
445, 0.06
446, 0.44
447, 0.06
448, 0.78
449, 0.27
450, 0.20
451, 0.52
452, 0.92
453, 0.36
454, 0.39
455, 0.35
456, 0.62
457, 0.52
458, 0.94
459, 0.27
460, 0.64
461, 0.02
462, 0.35
463, 0.25
464, 0.03
465, 0.26
466, 0.37
467, 0.42
468, 0.27
469, 0.29
470, 0.35
471, 0.35
472, 0.19
473, 0.05
474, 0.39
475, 0.21
476, 0.19
477, 0.33
478, 0.20
479, 0.05
480, 0.62
481, 0.37
482, 0.33
483, 0.18
484, 0.20
485, 0.75
486, 0.78
487, 0.84
488, 0.50
489, 0.61
490, 0.26
491, 0.57
492, 0.06
493, 0.18
494, 0.25
495, 0.58
496, 0.95
497, 0.78
498, 0.93
499, 0.78
500, 0.57
501, 0.30
502, 0.94
503, 0.26
504, 0.53
505, 0.17
506, 0.32
507, 0.00
508, 0.07
509, 0.92
510, 0.22
511, 0.07
512, 0.35
513, 0.18
514, 0.38
515, 0.64
516, 0.30
517, 0.34
518, 0.92
519, 0.78
520, 0.96
521, 0.36
522, 0.27
523, 0.31
524, 0.06
525, 0.79
526, 0.42
527, 0.25
528, 0.48
529, 0.41
530, 0.36
531, 0.29
532, 0.22
533, 0.35
534, 0.98
535, 0.35
536, 0.39
537, 0.18
538, 0.23
539, 0.64
540, 0.20
541, 0.08
542, 0.71
543, 0.76
544, 0.04
545, 0.61
546, 0.35
547, 0.17
548, 0.44
549, 0.07
550, 0.37
551, 0.35
552, 0.67
553, 0.20
554, 0.05
555, 0.26
556, 0.07
557, 0.26
558, 0.31
559, 0.27
560, 0.60
561, 0.26
562, 0.01
563, 0.23
564, 0.26
565, 0.18
566, 0.24
567, 0.18
568, 0.01
569, 0.19
570, 0.34
571, 0.39
572, 0.20
573, 0.42
574, 0.60
575, 0.20
576, 0.23
577, 0.60
578, 0.02
579, 0.39
580, 0.48
581, 0.06
582, 0.51
583, 0.34
584, 0.35
585, 0.22
586, 0.69
587, 0.94
588, 0.01
589, 0.94
590, 0.08
591, 0.20
592, 0.78
593, 0.23
594, 0.26
595, 0.31
596, 0.18
597, 0.27
598, 0.04
599, 0.44
600, 0.30
601, 0.30
602, 0.07
603, 0.94
604, 0.22
605, 0.17
606, 0.49
607, 0.07
608, 0.33
609, 0.36
610, 0.20
611, 0.44
612, 0.60
613, 0.38
614, 0.14
615, 0.20
616, 0.38
617, 0.03
618, 0.20
619, 0.37
620, 0.46
621, 0.18
622, 0.26
623, 0.22
624, 0.29
625, 0.50
626, 0.26
627, 0.33
628, 0.39
629, 0.42
630, 0.51
631, 0.14
632, 0.33
633, 0.23
634, 0.27
635, 0.60
636, 0.33
637, 0.24
638, 0.17
639, 0.05
640, 0.32
641, 0.50
642, 0.53
643, 0.42
644, 0.27
645, 0.24
646, 0.22
647, 0.19
648, 0.33
649, 0.35
650, 0.29
651, 0.20
652, 0.66
653, 0.26
654, 0.20
655, 0.06
656, 0.94
657, 0.60
658, 0.32
659, 0.34
660, 0.98
661, 0.34
662, 0.34
663, 0.07
664, 0.93
665, 0.14
666, 0.20
667, 0.05
668, 0.42
669, 0.22
670, 0.13
671, 0.20
672, 0.07
673, 0.20
674, 0.20
675, 0.26
676, 0.44
677, 0.45
678, 0.18
679, 0.03
680, 0.97
681, 0.60
682, 0.20
683, 0.54
684, 0.35
685, 0.26
686, 0.14
687, 0.03
688, 0.10
689, 0.26
690, 0.27
691, 0.29
692, 0.62
693, 0.21
694, 0.14
695, 0.35
696, 0.18
697, 0.00
698, 0.03
699, 0.21
700, 0.71
701, 0.26
702, 0.24
703, 0.33
704, 0.63
705, 0.76
706, 0.07
707, 0.24
708, 0.14
709, 0.23
710, 0.39
711, 0.98
712, 0.08
713, 0.34
714, 0.33
715, 0.57
716, 0.78
717, 0.24
718, 0.44
719, 0.26
720, 0.20
721, 0.70
722, 0.43
723, 0.33
724, 0.23
725, 0.33
726, 0.02
727, 0.92
728, 0.75
729, 0.35
730, 0.20
731, 0.35
732, 0.23
733, 0.08
734, 0.20
735, 0.30
736, 0.43
737, 0.12
738, 0.76
739, 0.35
740, 0.78
741, 0.56
742, 0.27
743, 0.14
744, 0.98
745, 0.64
746, 0.08
747, 0.42
748, 0.15
749, 0.08
750, 0.01
751, 0.22
752, 0.20
753, 0.06
754, 0.27
755, 0.92
756, 0.27
757, 0.49
758, 0.07
759, 0.39
760, 0.18
761, 0.23
762, 0.33
763, 0.33
764, 0.31
765, 0.20
766, 0.00
767, 0.16
768, 0.17
769, 0.61
770, 0.30
771, 0.00
772, 0.31
773, 0.10
774, 0.44
775, 0.35
776, 0.22
777, 0.01
778, 0.27
779, 0.32
780, 0.92
781, 0.10
782, 0.35
783, 0.14
784, 0.79
785, 0.39
786, 0.35
787, 0.26
788, 0.78
789, 0.20
790, 0.27
791, 0.29
792, 0.37
793, 0.77
794, 0.86
795, 0.35
796, 0.14
797, 0.86
798, 0.92
799, 0.35
800, 0.54
801, 0.20
802, 0.14
803, 0.34
804, 0.35
805, 0.98
806, 0.27
807, 0.36
808, 0.18
809, 0.47
810, 0.33
811, 0.97
812, 0.32
813, 0.23
814, 0.85
815, 0.20
816, 0.18
817, 0.64
818, 0.29
819, 0.16
820, 0.26
821, 0.27
822, 0.38
823, 0.20
824, 0.46
825, 0.27
826, 0.64
827, 0.30
828, 0.19
829, 0.39
830, 0.24
831, 0.04
832, 0.22
833, 0.27
834, 0.46
835, 0.47
836, 0.42
837, 0.35
838, 0.95
839, 0.20
840, 0.28
841, 0.24
842, 0.08
843, 0.39
844, 0.93
845, 0.33
846, 0.39
847, 0.49
848, 0.12
849, 0.76
850, 0.23
851, 0.50
852, 0.30
853, 0.76
854, 0.20
855, 0.27
856, 0.33
857, 0.54
858, 0.07
859, 0.21
860, 0.06
861, 0.07
862, 0.31
863, 0.41
864, 0.25
865, 0.64
866, 0.05
867, 0.41
868, 0.20
869, 0.27
870, 0.62
871, 0.23
872, 0.09
873, 0.51
874, 0.39
875, 0.32
876, 0.46
877, 0.01
878, 0.22
879, 0.23
880, 0.20
881, 0.05
882, 0.20
883, 0.58
884, 0.27
885, 0.06
886, 0.22
887, 0.36
888, 0.31
889, 0.43
890, 0.08
891, 0.26
892, 0.39
893, 0.37
894, 0.23
895, 0.05
896, 0.67
897, 0.20
898, 0.42
899, 0.08
900, 0.57
901, 0.94
902, 0.49
903, 0.06
904, 0.76
905, 0.85
906, 0.18
907, 0.60
908, 0.87
909, 0.53
910, 0.64
911, 0.19
912, 0.04
913, 0.35
914, 0.20
915, 0.27
916, 0.33
917, 0.61
918, 0.09
919, 0.58
920, 0.76
921, 0.35
922, 0.03
923, 0.52
924, 0.83
925, 0.01
926, 0.19
927, 0.43
928, 0.50
929, 0.19
930, 0.23
931, 0.18
932, 0.01
933, 0.33
934, 0.10
935, 0.27
936, 0.20
937, 0.29
938, 0.38
939, 0.79
940, 0.19
941, 0.40
942, 0.78
943, 0.02
944, 0.45
945, 0.18
946, 0.58
947, 0.08
948, 0.25
949, 0.32
950, 0.47
951, 0.79
952, 0.15
953, 0.72
954, 0.29
955, 0.32
956, 0.23
957, 0.02
958, 0.35
959, 0.27
960, 0.30
961, 0.69
962, 0.20
963, 0.38
964, 0.41
965, 0.20
966, 0.94
967, 0.26
968, 0.19
969, 0.14
970, 0.75
971, 0.26
972, 0.39
973, 0.24
974, 0.97
975, 0.28
976, 0.26
977, 0.29
978, 0.42
979, 0.19
980, 0.64
981, 0.08
982, 0.35
983, 0.29
984, 0.06
985, 0.14
986, 0.20
987, 0.23
988, 0.04
989, 0.19
990, 0.23
991, 0.20
992, 0.03
993, 0.37
994, 0.07
995, 0.23
996, 0.57
997, 0.08
998, 0.77
999, 0.07
1000, 0.06
1001, 0.76
1002, 0.79
1003, 0.21
1004, 0.76
1005, 0.23
1006, 0.93
1007, 0.58
1008, 0.06
1009, 0.68
1010, 0.07
1011, 0.55
1012, 0.20
1013, 0.98
1014, 0.57
1015, 0.31
1016, 0.72
1017, 0.50
1018, 0.92
1019, 0.20
1020, 0.35
1021, 0.18
1022, 0.26
1023, 0.92
1024, 0.21
1025, 0.39
1026, 0.39
1027, 0.60
1028, 0.52
1029, 0.30
1030, 0.25
1031, 0.69
1032, 0.41
1033, 0.30
1034, 0.29
1035, 0.79
1036, 0.14
1037, 0.36
1038, 0.70
1039, 0.07
1040, 0.50
1041, 0.18
1042, 0.14
1043, 0.50
1044, 0.53
1045, 0.34
1046, 0.42
1047, 0.24
1048, 0.77
1049, 0.42
1050, 0.08
1051, 0.23
1052, 0.06
1053, 0.09
1054, 0.21
1055, 0.14
1056, 0.18
1057, 0.23
1058, 0.54
1059, 0.64
1060, 0.20
1061, 0.31
1062, 0.39
1063, 0.58
1064, 0.06
1065, 0.26
1066, 0.39
1067, 0.25
1068, 0.61
1069, 0.08
1070, 0.92
1071, 0.39
1072, 0.05
1073, 0.36
1074, 0.28
1075, 0.27
1076, 0.13
1077, 0.37
1078, 0.07
1079, 0.27
1080, 0.08
1081, 0.27
1082, 0.41
1083, 0.94
1084, 0.23
1085, 0.26
1086, 0.11
1087, 0.39
1088, 0.52
1089, 0.27
1090, 0.14
1091, 0.29
1092, 0.44
1093, 0.07
1094, 0.06
1095, 0.24
1096, 0.34
1097, 0.35
1098, 0.22
1099, 0.18
1100, 0.44
1101, 0.39
1102, 0.24
1103, 0.32
1104, 0.30
1105, 0.21
1106, 0.26
1107, 0.04
1108, 0.43
1109, 0.35
1110, 0.56
1111, 0.24
1112, 0.78
1113, 0.22
1114, 0.05
1115, 0.39
1116, 0.92
1117, 0.25
1118, 0.07
1119, 0.42
1120, 0.10
1121, 0.18
1122, 0.43
1123, 0.18
1124, 0.60
1125, 0.06
1126, 0.22
1127, 0.23
1128, 0.27
1129, 0.43
1130, 0.81
1131, 0.23
1132, 0.26
1133, 0.38
1134, 0.36
1135, 0.42
1136, 0.66
1137, 0.25
1138, 0.36
1139, 0.05
1140, 0.14
1141, 0.42
1142, 0.20
1143, 0.29
1144, 0.76
1145, 0.33
1146, 0.24
1147, 0.06
1148, 0.05
1149, 0.42
1150, 0.20
1151, 0.15
1152, 0.34
1153, 0.43
1154, 0.30
1155, 0.27
1156, 0.33
1157, 0.20
1158, 0.63
1159, 0.35
1160, 0.30
1161, 0.00
1162, 0.10
1163, 0.29
1164, 0.27
1165, 0.98
1166, 0.15
1167, 0.17
1168, 0.33
1169, 0.44
1170, 0.39
1171, 0.62
1172, 0.33
1173, 0.64
1174, 0.64
1175, 0.16
1176, 0.78
1177, 0.94
1178, 0.39
1179, 0.26
1180, 0.26
1181, 0.21
1182, 0.20
1183, 0.29
1184, 0.60
1185, 0.92
1186, 0.41
1187, 0.29
1188, 0.44
1189, 0.43
1190, 0.30
1191, 0.35
1192, 0.36
1193, 0.22
1194, 0.18
1195, 0.20
1196, 0.27
1197, 0.00
1198, 0.58
1199, 0.39
1200, 0.36
1201, 0.20
1202, 0.64
1203, 0.85
1204, 0.15
1205, 0.24
1206, 0.51
1207, 0.45
1208, 0.20
1209, 0.98
1210, 0.94
1211, 0.23
1212, 0.22
1213, 0.26
1214, 0.19
1215, 0.39
1216, 0.26
1217, 0.06
1218, 0.44
1219, 0.12
1220, 0.20
1221, 0.22
1222, 0.26
1223, 0.26
1224, 0.01
1225, 0.18
1226, 0.35
1227, 0.13
1228, 0.23
1229, 0.39
1230, 0.50
1231, 0.54
1232, 0.26
1233, 0.43
1234, 0.19
1235, 0.05
1236, 0.38
1237, 0.03
1238, 0.14
1239, 0.78
1240, 0.51
1241, 0.26
1242, 0.46
1243, 0.22
1244, 0.19
1245, 0.30
1246, 0.50
1247, 0.45
1248, 0.86
1249, 0.30
1250, 0.35
1251, 0.24
1252, 0.39
1253, 0.35
1254, 0.47
1255, 0.23
1256, 0.71
1257, 0.05
1258, 0.20
1259, 0.18
1260, 0.23
1261, 0.05
1262, 0.26
1263, 0.14
1264, 0.06
1265, 0.03
1266, 0.25
1267, 0.75
1268, 0.12
1269, 0.26
1270, 0.39
1271, 0.30
1272, 0.43
1273, 0.35
1274, 0.08
1275, 0.20
1276, 0.08
1277, 0.07
1278, 0.76
1279, 0.55
1280, 0.50
1281, 0.34
1282, 0.20
1283, 0.37
1284, 0.26
1285, 0.07
1286, 0.34
1287, 0.37
1288, 0.42
1289, 0.07
1290, 0.37
1291, 0.04
1292, 0.19
1293, 0.96
1294, 0.44
1295, 0.26
1296, 0.35
1297, 0.17
1298, 0.24
1299, 0.05
1300, 0.26
1301, 0.39
1302, 0.35
1303, 0.06
1304, 0.08
1305, 0.04
1306, 0.20
1307, 0.61
1308, 0.20
1309, 0.27
1310, 0.04
1311, 0.29
1312, 0.61
1313, 0.35
1314, 0.45
1315, 0.06
1316, 0.23
1317, 0.05
1318, 0.20
1319, 0.40
1320, 0.29
1321, 0.75
1322, 0.30
1323, 0.18
1324, 0.92
1325, 0.61
1326, 0.19
1327, 0.19
1328, 0.38
1329, 0.07
1330, 0.27
1331, 0.29
1332, 0.26
1333, 0.18
1334, 0.05
1335, 0.20
1336, 0.19
1337, 0.06
1338, 0.15
1339, 0.10
1340, 0.37
1341, 0.76
1342, 0.92
1343, 0.96
1344, 0.53
1345, 0.18
1346, 0.18
1347, 0.66
1348, 0.26
1349, 0.17
1350, 0.18
1351, 0.27
1352, 0.05
1353, 0.30
1354, 0.23
1355, 0.20
1356, 0.26
1357, 0.29
1358, 0.58
1359, 0.31
1360, 0.50
1361, 0.18
1362, 0.05
1363, 0.03
1364, 0.24
1365, 0.53
1366, 0.92
1367, 0.56
1368, 0.06
1369, 0.50
1370, 0.13
1371, 0.29
1372, 0.39
1373, 0.38
1374, 0.20
1375, 0.37
1376, 0.35
1377, 0.05
1378, 0.47
1379, 0.99
1380, 0.18
1381, 0.92
1382, 0.27
1383, 0.46
1384, 0.14
1385, 0.23
1386, 0.33
1387, 0.43
1388, 0.23
1389, 0.30
1390, 0.72
1391, 0.76
1392, 0.39
1393, 0.67
1394, 0.21
1395, 0.20
1396, 0.67
1397, 0.33
1398, 0.14
1399, 0.24
1400, 0.41
1401, 0.33
1402, 0.30
1403, 0.06
1404, 0.84
1405, 0.02
1406, 0.28
1407, 0.93
1408, 0.33
1409, 0.79
1410, 0.60
1411, 0.33
1412, 0.02
1413, 0.20
1414, 0.20
1415, 0.20
1416, 0.23
1417, 0.26
1418, 0.27
1419, 0.42
1420, 0.20
1421, 0.30
1422, 0.25
1423, 0.42
1424, 0.57
1425, 0.26
1426, 0.26
1427, 0.28
1428, 0.07
1429, 0.24
1430, 0.60
1431, 0.08
1432, 0.39
1433, 0.44
1434, 0.39
1435, 0.69
1436, 0.33
1437, 0.34
1438, 0.20
1439, 0.07
1440, 0.60
1441, 0.33
1442, 0.44
1443, 0.06
1444, 0.26
1445, 0.17
1446, 0.36
1447, 0.32
1448, 0.93
1449, 0.26
1450, 0.21
1451, 0.95
1452, 0.25
1453, 0.21
1454, 0.20
1455, 0.18
1456, 0.01
1457, 0.63
1458, 0.30
1459, 0.29
1460, 0.04
1461, 0.35
1462, 0.27
1463, 0.26
1464, 0.83
1465, 0.75
1466, 0.07
1467, 0.20
1468, 0.96
1469, 0.07
1470, 0.23
1471, 0.38
1472, 0.72
1473, 0.25
1474, 0.22
1475, 0.41
1476, 0.22
1477, 0.92
1478, 0.36
1479, 0.30
1480, 0.05
1481, 0.39
1482, 0.14
1483, 0.18
1484, 0.64
1485, 0.19
1486, 0.38
1487, 0.18
1488, 0.45
1489, 0.22
1490, 0.00
1491, 0.36
1492, 0.39
1493, 0.26
1494, 0.41
1495, 0.99
1496, 0.76
1497, 0.20
1498, 0.01
1499, 0.66
1500, 0.66
1501, 0.35
1502, 0.22
1503, 0.98
1504, 0.39
1505, 0.26
1506, 0.34
1507, 0.39
1508, 0.21
1509, 0.27
1510, 0.26
1511, 0.05
1512, 0.08
1513, 0.30
1514, 0.28
1515, 0.31
1516, 0.20
1517, 0.27
1518, 0.32
1519, 0.02
1520, 0.14
1521, 0.56
1522, 0.17
1523, 0.07
1524, 0.25
1525, 0.26
1526, 0.30
1527, 0.33
1528, 0.27
1529, 0.61
1530, 0.49
1531, 0.22
1532, 0.39
1533, 0.14
1534, 0.26
1535, 0.36
1536, 0.01
1537, 0.05
1538, 0.48
1539, 0.56
1540, 0.07
1541, 0.52
1542, 0.26
1543, 0.33
1544, 0.21
1545, 0.35
1546, 0.20
1547, 0.30
1548, 0.39
1549, 0.79
1550, 0.33
1551, 0.37
1552, 0.09
1553, 0.23
1554, 0.92
1555, 0.94
1556, 0.29
1557, 0.64
1558, 0.98
1559, 0.35
1560, 0.38
1561, 0.23
1562, 0.26
1563, 0.58
1564, 0.42
1565, 0.76
1566, 0.06
1567, 0.39
1568, 0.71
1569, 0.16
1570, 0.15
1571, 0.08
1572, 0.21
1573, 0.52
1574, 0.05
1575, 0.35
1576, 0.39
1577, 0.14
1578, 0.19
1579, 0.20
1580, 0.47
1581, 0.26
1582, 0.17
1583, 0.98
1584, 0.20
1585, 0.78
1586, 0.27
1587, 0.22
1588, 0.98
1589, 0.62
1590, 0.39
1591, 0.18
1592, 0.35
1593, 0.49
1594, 0.35
1595, 0.37
1596, 0.20
1597, 0.78
1598, 0.44
1599, 0.30
1600, 0.92
1601, 0.94
1602, 0.24
1603, 0.19
1604, 0.30
1605, 0.22
1606, 0.43
1607, 0.20
1608, 0.04
1609, 0.23
1610, 0.30
1611, 0.27
1612, 0.24
1613, 0.19
1614, 0.18
1615, 0.23
1616, 0.20
1617, 0.52
1618, 0.18
1619, 0.92
1620, 0.49
1621, 0.99
1622, 0.05
1623, 0.95
1624, 0.77
1625, 0.24
1626, 0.59
1627, 0.20
1628, 0.20
1629, 0.27
1630, 0.95
1631, 0.64
1632, 0.78
1633, 0.24
1634, 0.18
1635, 0.36
1636, 0.19
1637, 0.20
1638, 0.20
1639, 0.20
1640, 0.22
1641, 0.28
1642, 0.64
1643, 0.61
1644, 0.66
1645, 0.30
1646, 0.96
1647, 0.92
1648, 0.33
1649, 0.26
1650, 0.19
1651, 0.57
1652, 0.38
1653, 0.26
1654, 0.94
1655, 0.20
1656, 0.27
1657, 0.07
1658, 0.33
1659, 0.05
1660, 0.25
1661, 0.39
1662, 0.52
1663, 0.02
1664, 0.26
1665, 0.26
1666, 0.75
1667, 0.02
1668, 0.04
1669, 0.82
1670, 0.66
1671, 0.23
1672, 0.39
1673, 0.28
1674, 0.51
1675, 0.33
1676, 0.76
1677, 0.69
1678, 0.23
1679, 0.15
1680, 0.83
1681, 0.60
1682, 0.35
1683, 0.26
1684, 0.03
1685, 0.33
1686, 0.78
1687, 0.14
1688, 0.26
1689, 0.25
1690, 0.23
1691, 0.07
1692, 0.92
1693, 0.68
1694, 0.72
1695, 0.42
1696, 0.14
1697, 0.30
1698, 0.49
1699, 0.30
1700, 0.60
1701, 0.44
1702, 0.30
1703, 0.33
1704, 0.39
1705, 0.67
1706, 0.66
1707, 0.26
1708, 0.31
1709, 0.08
1710, 0.39
1711, 0.39
1712, 0.81
1713, 0.39
1714, 0.67
1715, 0.50
1716, 0.08
1717, 0.39
1718, 0.26
1719, 0.41
1720, 0.26
1721, 0.38
1722, 0.18
1723, 0.20
1724, 0.54
1725, 0.33
1726, 0.98
1727, 0.20
1728, 0.96
1729, 0.35
1730, 0.22
1731, 0.04
1732, 0.22
1733, 0.39
1734, 0.08
1735, 0.20
1736, 0.08
1737, 0.36
1738, 0.58
1739, 0.20
1740, 0.24
1741, 0.39
1742, 0.18
1743, 0.60
1744, 0.64
1745, 0.07
1746, 0.34
1747, 0.62
1748, 0.20
1749, 0.25
1750, 0.07
1751, 0.49
1752, 0.08
1753, 0.42
1754, 0.26
1755, 0.02
1756, 0.44
1757, 0.35
1758, 0.23
1759, 0.26
1760, 0.49
1761, 0.69
1762, 0.14
1763, 0.07
1764, 0.35
1765, 0.43
1766, 0.30
1767, 0.33
1768, 0.22
1769, 0.42
1770, 0.14
1771, 0.56
1772, 0.31
1773, 0.45
1774, 0.60
1775, 0.27
1776, 0.66
1777, 0.30
1778, 0.34
1779, 0.66
1780, 0.42
1781, 0.57
1782, 0.93
1783, 0.15
1784, 0.77
1785, 0.08
1786, 0.18
1787, 0.08
1788, 0.42
1789, 0.07
1790, 0.05
1791, 0.39
1792, 0.72
1793, 0.31
1794, 0.12
1795, 0.33
1796, 0.35
1797, 0.05
1798, 0.42
1799, 0.29
1800, 0.02
1801, 0.66
1802, 0.14
1803, 0.10
1804, 0.42
1805, 0.26
1806, 0.22
1807, 0.45
1808, 0.39
1809, 0.26
1810, 0.28
1811, 0.24
1812, 0.52
1813, 0.92
1814, 0.95
1815, 0.29
1816, 0.08
1817, 0.75
1818, 0.29
1819, 0.15
1820, 0.26
1821, 0.50
1822, 0.33
1823, 0.35
1824, 0.02
1825, 0.58
1826, 0.10
1827, 0.29
1828, 0.58
1829, 0.52
1830, 0.19
1831, 0.02
1832, 0.27
1833, 0.30
1834, 0.27
1835, 0.33
1836, 0.44
1837, 0.01
1838, 0.94
1839, 0.67
1840, 0.24
1841, 0.39
1842, 0.34
1843, 0.20
1844, 0.94
1845, 0.68
1846, 0.26
1847, 0.20
1848, 0.27
1849, 0.43
1850, 0.28
1851, 0.27
1852, 0.33
1853, 0.06
1854, 0.08
1855, 0.38
1856, 0.39
1857, 0.23
1858, 0.35
1859, 0.39
1860, 0.18
1861, 0.43
1862, 0.03
1863, 0.28
1864, 0.22
1865, 0.05
1866, 0.41
1867, 0.20
1868, 0.72
1869, 0.93
1870, 0.20
1871, 0.14
1872, 0.22
