ID,Prob1
411, 0.24
412, 0.47
413, 0.52
414, 0.32
415, 0.23
416, 0.31
417, 0.23
418, 0.16
419, 0.50
420, 0.41
421, 0.23
422, 0.33
423, 0.23
424, 0.33
425, 0.39
426, 0.19
427, 0.25
428, 0.15
429, 0.08
430, 0.33
431, 0.51
432, 0.17
433, 0.25
434, 0.50
435, 0.29
436, 0.34
437, 0.42
438, 0.25
439, 0.19
440, 0.30
441, 0.23
442, 0.72
443, 0.30
444, 0.24
445, 0.15
446, 0.59
447, 0.22
448, 0.80
449, 0.30
450, 0.28
451, 0.62
452, 0.41
453, 0.66
454, 0.32
455, 0.12
456, 0.63
457, 0.48
458, 0.64
459, 0.22
460, 0.54
461, 0.17
462, 0.31
463, 0.18
464, 0.24
465, 0.16
466, 0.28
467, 0.43
468, 0.28
469, 0.39
470, 0.29
471, 0.40
472, 0.27
473, 0.35
474, 0.34
475, 0.28
476, 0.16
477, 0.35
478, 0.27
479, 0.25
480, 0.17
481, 0.29
482, 0.38
483, 0.34
484, 0.20
485, 0.75
486, 0.66
487, 0.68
488, 0.42
489, 0.53
490, 0.30
491, 0.47
492, 0.15
493, 0.17
494, 0.51
495, 0.39
496, 0.83
497, 0.66
498, 0.79
499, 0.54
500, 0.51
501, 0.38
502, 0.31
503, 0.24
504, 0.49
505, 0.19
506, 0.32
507, 0.04
508, 0.29
509, 0.24
510, 0.35
511, 0.18
512, 0.30
513, 0.14
514, 0.28
515, 0.67
516, 0.26
517, 0.44
518, 0.31
519, 0.84
520, 0.61
521, 0.26
522, 0.29
523, 0.59
524, 0.23
525, 0.66
526, 0.31
527, 0.30
528, 0.42
529, 0.28
530, 0.22
531, 0.31
532, 0.35
533, 0.27
534, 0.76
535, 0.38
536, 0.31
537, 0.26
538, 0.25
539, 0.45
540, 0.19
541, 0.05
542, 0.69
543, 0.52
544, 0.17
545, 0.52
546, 0.36
547, 0.12
548, 0.43
549, 0.11
550, 0.46
551, 0.29
552, 0.61
553, 0.22
554, 0.32
555, 0.19
556, 0.19
557, 0.17
558, 0.23
559, 0.27
560, 0.31
561, 0.23
562, 0.13
563, 0.24
564, 0.24
565, 0.24
566, 0.23
567, 0.35
568, 0.22
569, 0.18
570, 0.39
571, 0.24
572, 0.18
573, 0.50
574, 0.38
575, 0.20
576, 0.16
577, 0.50
578, 0.34
579, 0.39
580, 0.60
581, 0.17
582, 0.46
583, 0.35
584, 0.28
585, 0.19
586, 0.75
587, 0.62
588, 0.16
589, 0.66
590, 0.11
591, 0.18
592, 0.75
593, 0.30
594, 0.24
595, 0.31
596, 0.27
597, 0.29
598, 0.18
599, 0.29
600, 0.39
601, 0.27
602, 0.19
603, 0.74
604, 0.12
605, 0.13
606, 0.47
607, 0.10
608, 0.32
609, 0.28
610, 0.26
611, 0.68
612, 0.47
613, 0.49
614, 0.26
615, 0.18
616, 0.36
617, 0.32
618, 0.20
619, 0.36
620, 0.46
621, 0.30
622, 0.26
623, 0.29
624, 0.26
625, 0.48
626, 0.28
627, 0.29
628, 0.43
629, 0.64
630, 0.42
631, 0.23
632, 0.35
633, 0.22
634, 0.24
635, 0.77
636, 0.40
637, 0.26
638, 0.35
639, 0.35
640, 0.22
641, 0.45
642, 0.50
643, 0.41
644, 0.29
645, 0.29
646, 0.21
647, 0.16
648, 0.27
649, 0.29
650, 0.35
651, 0.21
652, 0.68
653, 0.24
654, 0.20
655, 0.29
656, 0.39
657, 0.63
658, 0.51
659, 0.28
660, 0.80
661, 0.32
662, 0.23
663, 0.14
664, 0.79
665, 0.16
666, 0.15
667, 0.29
668, 0.60
669, 0.27
670, 0.06
671, 0.30
672, 0.23
673, 0.14
674, 0.21
675, 0.37
676, 0.35
677, 0.50
678, 0.22
679, 0.18
680, 0.82
681, 0.34
682, 0.20
683, 0.66
684, 0.27
685, 0.27
686, 0.20
687, 0.26
688, 0.14
689, 0.27
690, 0.47
691, 0.26
692, 0.49
693, 0.36
694, 0.37
695, 0.36
696, 0.29
697, 0.15
698, 0.12
699, 0.31
700, 0.53
701, 0.30
702, 0.22
703, 0.33
704, 0.62
705, 0.63
706, 0.14
707, 0.21
708, 0.22
709, 0.19
710, 0.41
711, 0.87
712, 0.16
713, 0.26
714, 0.35
715, 0.27
716, 0.74
717, 0.27
718, 0.42
719, 0.21
720, 0.22
721, 0.76
722, 0.41
723, 0.37
724, 0.23
725, 0.53
726, 0.26
727, 0.70
728, 0.47
729, 0.34
730, 0.21
731, 0.32
732, 0.18
733, 0.13
734, 0.18
735, 0.34
736, 0.36
737, 0.18
738, 0.76
739, 0.35
740, 0.67
741, 0.78
742, 0.26
743, 0.24
744, 0.64
745, 0.67
746, 0.84
747, 0.45
748, 0.11
749, 0.24
750, 0.16
751, 0.34
752, 0.17
753, 0.11
754, 0.29
755, 0.78
756, 0.32
757, 0.44
758, 0.19
759, 0.41
760, 0.21
761, 0.27
762, 0.38
763, 0.27
764, 0.23
765, 0.21
766, 0.13
767, 0.09
768, 0.22
769, 0.65
770, 0.51
771, 0.08
772, 0.24
773, 0.21
774, 0.32
775, 0.17
776, 0.22
777, 0.07
778, 0.23
779, 0.27
780, 0.83
781, 0.15
782, 0.12
783, 0.25
784, 0.32
785, 0.36
786, 0.40
787, 0.38
788, 0.78
789, 0.20
790, 0.34
791, 0.38
792, 0.33
793, 0.55
794, 0.92
795, 0.35
796, 0.20
797, 0.85
798, 0.66
799, 0.36
800, 0.59
801, 0.24
802, 0.21
803, 0.26
804, 0.37
805, 0.82
806, 0.26
807, 0.27
808, 0.19
809, 0.56
810, 0.31
811, 0.88
812, 0.22
813, 0.27
814, 0.50
815, 0.15
816, 0.25
817, 0.66
818, 0.26
819, 0.45
820, 0.23
821, 0.35
822, 0.25
823, 0.23
824, 0.22
825, 0.25
826, 0.67
827, 0.26
828, 0.28
829, 0.51
830, 0.29
831, 0.15
832, 0.46
833, 0.64
834, 0.36
835, 0.57
836, 0.46
837, 0.25
838, 0.52
839, 0.11
840, 0.29
841, 0.24
842, 0.12
843, 0.43
844, 0.66
845, 0.31
846, 0.34
847, 0.59
848, 0.26
849, 0.76
850, 0.26
851, 0.32
852, 0.36
853, 0.62
854, 0.21
855, 0.21
856, 0.33
857, 0.48
858, 0.14
859, 0.23
860, 0.05
861, 0.07
862, 0.33
863, 0.28
864, 0.44
865, 0.53
866, 0.08
867, 0.34
868, 0.24
869, 0.29
870, 0.65
871, 0.28
872, 0.27
873, 0.46
874, 0.40
875, 0.46
876, 0.33
877, 0.19
878, 0.28
879, 0.19
880, 0.17
881, 0.16
882, 0.16
883, 0.36
884, 0.24
885, 0.19
886, 0.29
887, 0.44
888, 0.44
889, 0.59
890, 0.31
891, 0.27
892, 0.34
893, 0.32
894, 0.31
895, 0.44
896, 0.32
897, 0.17
898, 0.42
899, 0.12
900, 0.75
901, 0.78
902, 0.55
903, 0.29
904, 0.68
905, 0.93
906, 0.29
907, 0.68
908, 0.84
909, 0.46
910, 0.45
911, 0.17
912, 0.16
913, 0.28
914, 0.09
915, 0.28
916, 0.34
917, 0.33
918, 0.24
919, 0.27
920, 0.56
921, 0.37
922, 0.14
923, 0.62
924, 0.68
925, 0.12
926, 0.18
927, 0.35
928, 0.59
929, 0.30
930, 0.23
931, 0.17
932, 0.06
933, 0.36
934, 0.17
935, 0.27
936, 0.26
937, 0.55
938, 0.32
939, 0.70
940, 0.19
941, 0.25
942, 0.85
943, 0.21
944, 0.37
945, 0.18
946, 0.45
947, 0.11
948, 0.20
949, 0.31
950, 0.41
951, 0.69
952, 0.22
953, 0.79
954, 0.29
955, 0.34
956, 0.21
957, 0.12
958, 0.48
959, 0.26
960, 0.36
961, 0.58
962, 0.17
963, 0.35
964, 0.27
965, 0.19
966, 0.67
967, 0.29
968, 0.12
969, 0.22
970, 0.51
971, 0.57
972, 0.37
973, 0.41
974, 0.65
975, 0.52
976, 0.22
977, 0.33
978, 0.33
979, 0.13
980, 0.56
981, 0.50
982, 0.30
983, 0.27
984, 0.12
985, 0.11
986, 0.24
987, 0.31
988, 0.06
989, 0.40
990, 0.20
991, 0.21
992, 0.26
993, 0.31
994, 0.07
995, 0.29
996, 0.54
997, 0.31
998, 0.47
999, 0.10
1000, 0.16
1001, 0.79
1002, 0.52
1003, 0.30
1004, 0.69
1005, 0.22
1006, 0.23
1007, 0.66
1008, 0.14
1009, 0.62
1010, 0.08
1011, 0.61
1012, 0.20
1013, 0.75
1014, 0.46
1015, 0.32
1016, 0.67
1017, 0.58
1018, 0.43
1019, 0.19
1020, 0.44
1021, 0.31
1022, 0.37
1023, 0.93
1024, 0.29
1025, 0.43
1026, 0.38
1027, 0.70
1028, 0.59
1029, 0.41
1030, 0.47
1031, 0.47
1032, 0.36
1033, 0.35
1034, 0.28
1035, 0.54
1036, 0.22
1037, 0.19
1038, 0.34
1039, 0.20
1040, 0.26
1041, 0.39
1042, 0.32
1043, 0.43
1044, 0.49
1045, 0.24
1046, 0.27
1047, 0.12
1048, 0.61
1049, 0.58
1050, 0.09
1051, 0.24
1052, 0.29
1053, 0.16
1054, 0.27
1055, 0.23
1056, 0.20
1057, 0.21
1058, 0.26
1059, 0.40
1060, 0.26
1061, 0.11
1062, 0.28
1063, 0.47
1064, 0.14
1065, 0.28
1066, 0.27
1067, 0.34
1068, 0.24
1069, 0.18
1070, 0.94
1071, 0.30
1072, 0.33
1073, 0.41
1074, 0.32
1075, 0.19
1076, 0.31
1077, 0.32
1078, 0.24
1079, 0.29
1080, 0.26
1081, 0.32
1082, 0.32
1083, 0.43
1084, 0.18
1085, 0.25
1086, 0.11
1087, 0.35
1088, 0.51
1089, 0.39
1090, 0.19
1091, 0.10
1092, 0.24
1093, 0.18
1094, 0.09
1095, 0.29
1096, 0.32
1097, 0.42
1098, 0.22
1099, 0.22
1100, 0.31
1101, 0.29
1102, 0.21
1103, 0.53
1104, 0.39
1105, 0.35
1106, 0.41
1107, 0.26
1108, 0.34
1109, 0.46
1110, 0.41
1111, 0.23
1112, 0.73
1113, 0.20
1114, 0.15
1115, 0.36
1116, 0.45
1117, 0.18
1118, 0.11
1119, 0.42
1120, 0.47
1121, 0.25
1122, 0.37
1123, 0.22
1124, 0.61
1125, 0.21
1126, 0.22
1127, 0.19
1128, 0.24
1129, 0.32
1130, 0.48
1131, 0.29
1132, 0.28
1133, 0.41
1134, 0.42
1135, 0.52
1136, 0.57
1137, 0.28
1138, 0.25
1139, 0.51
1140, 0.29
1141, 0.38
1142, 0.24
1143, 0.29
1144, 0.73
1145, 0.17
1146, 0.22
1147, 0.05
1148, 0.19
1149, 0.51
1150, 0.20
1151, 0.20
1152, 0.30
1153, 0.35
1154, 0.25
1155, 0.30
1156, 0.30
1157, 0.21
1158, 0.42
1159, 0.47
1160, 0.34
1161, 0.05
1162, 0.11
1163, 0.45
1164, 0.22
1165, 0.90
1166, 0.23
1167, 0.15
1168, 0.21
1169, 0.31
1170, 0.29
1171, 0.38
1172, 0.33
1173, 0.64
1174, 0.51
1175, 0.29
1176, 0.76
1177, 0.67
1178, 0.38
1179, 0.22
1180, 0.24
1181, 0.28
1182, 0.19
1183, 0.30
1184, 0.51
1185, 0.45
1186, 0.29
1187, 0.22
1188, 0.35
1189, 0.25
1190, 0.21
1191, 0.28
1192, 0.23
1193, 0.36
1194, 0.25
1195, 0.17
1196, 0.28
1197, 0.12
1198, 0.54
1199, 0.34
1200, 0.50
1201, 0.22
1202, 0.69
1203, 0.65
1204, 0.14
1205, 0.31
1206, 0.38
1207, 0.51
1208, 0.18
1209, 0.86
1210, 0.56
1211, 0.20
1212, 0.34
1213, 0.22
1214, 0.38
1215, 0.37
1216, 0.29
1217, 0.15
1218, 0.33
1219, 0.26
1220, 0.23
1221, 0.26
1222, 0.43
1223, 0.25
1224, 0.12
1225, 0.22
1226, 0.35
1227, 0.22
1228, 0.25
1229, 0.53
1230, 0.23
1231, 0.49
1232, 0.18
1233, 0.47
1234, 0.18
1235, 0.16
1236, 0.31
1237, 0.25
1238, 0.16
1239, 0.78
1240, 0.32
1241, 0.22
1242, 0.72
1243, 0.21
1244, 0.17
1245, 0.35
1246, 0.44
1247, 0.77
1248, 0.45
1249, 0.24
1250, 0.39
1251, 0.20
1252, 0.38
1253, 0.28
1254, 0.31
1255, 0.22
1256, 0.63
1257, 0.17
1258, 0.25
1259, 0.23
1260, 0.24
1261, 0.27
1262, 0.25
1263, 0.22
1264, 0.09
1265, 0.05
1266, 0.34
1267, 0.29
1268, 0.27
1269, 0.18
1270, 0.36
1271, 0.42
1272, 0.33
1273, 0.32
1274, 0.11
1275, 0.21
1276, 0.21
1277, 0.10
1278, 0.79
1279, 0.15
1280, 0.56
1281, 0.16
1282, 0.20
1283, 0.31
1284, 0.24
1285, 0.20
1286, 0.20
1287, 0.26
1288, 0.20
1289, 0.17
1290, 0.39
1291, 0.46
1292, 0.15
1293, 0.65
1294, 0.57
1295, 0.24
1296, 0.30
1297, 0.23
1298, 0.26
1299, 0.37
1300, 0.25
1301, 0.35
1302, 0.32
1303, 0.19
1304, 0.23
1305, 0.39
1306, 0.11
1307, 0.58
1308, 0.15
1309, 0.23
1310, 0.38
1311, 0.31
1312, 0.47
1313, 0.27
1314, 0.25
1315, 0.18
1316, 0.22
1317, 0.24
1318, 0.19
1319, 0.29
1320, 0.29
1321, 0.29
1322, 0.35
1323, 0.17
1324, 0.91
1325, 0.51
1326, 0.15
1327, 0.47
1328, 0.38
1329, 0.14
1330, 0.27
1331, 0.31
1332, 0.23
1333, 0.16
1334, 0.25
1335, 0.17
1336, 0.19
1337, 0.39
1338, 0.20
1339, 0.27
1340, 0.36
1341, 0.78
1342, 0.88
1343, 0.78
1344, 0.56
1345, 0.25
1346, 0.16
1347, 0.59
1348, 0.23
1349, 0.27
1350, 0.17
1351, 0.24
1352, 0.24
1353, 0.29
1354, 0.31
1355, 0.28
1356, 0.26
1357, 0.29
1358, 0.27
1359, 0.12
1360, 0.52
1361, 0.39
1362, 0.32
1363, 0.29
1364, 0.28
1365, 0.63
1366, 0.80
1367, 0.59
1368, 0.23
1369, 0.47
1370, 0.30
1371, 0.39
1372, 0.49
1373, 0.30
1374, 0.22
1375, 0.37
1376, 0.40
1377, 0.04
1378, 0.25
1379, 0.83
1380, 0.19
1381, 0.92
1382, 0.26
1383, 0.48
1384, 0.21
1385, 0.36
1386, 0.35
1387, 0.49
1388, 0.34
1389, 0.33
1390, 0.57
1391, 0.63
1392, 0.40
1393, 0.70
1394, 0.23
1395, 0.14
1396, 0.64
1397, 0.36
1398, 0.16
1399, 0.47
1400, 0.32
1401, 0.33
1402, 0.31
1403, 0.27
1404, 0.90
1405, 0.11
1406, 0.40
1407, 0.60
1408, 0.35
1409, 0.33
1410, 0.51
1411, 0.38
1412, 0.22
1413, 0.12
1414, 0.15
1415, 0.25
1416, 0.17
1417, 0.29
1418, 0.36
1419, 0.31
1420, 0.21
1421, 0.29
1422, 0.43
1423, 0.31
1424, 0.62
1425, 0.30
1426, 0.41
1427, 0.23
1428, 0.13
1429, 0.32
1430, 0.33
1431, 0.16
1432, 0.27
1433, 0.33
1434, 0.30
1435, 0.49
1436, 0.35
1437, 0.37
1438, 0.22
1439, 0.11
1440, 0.36
1441, 0.34
1442, 0.40
1443, 0.23
1444, 0.29
1445, 0.40
1446, 0.32
1447, 0.25
1448, 0.51
1449, 0.25
1450, 0.18
1451, 0.35
1452, 0.18
1453, 0.32
1454, 0.20
1455, 0.14
1456, 0.05
1457, 0.71
1458, 0.64
1459, 0.35
1460, 0.22
1461, 0.28
1462, 0.36
1463, 0.29
1464, 0.82
1465, 0.42
1466, 0.07
1467, 0.21
1468, 0.67
1469, 0.31
1470, 0.24
1471, 0.35
1472, 0.58
1473, 0.39
1474, 0.21
1475, 0.70
1476, 0.19
1477, 0.35
1478, 0.25
1479, 0.34
1480, 0.34
1481, 0.45
1482, 0.29
1483, 0.19
1484, 0.62
1485, 0.07
1486, 0.22
1487, 0.23
1488, 0.47
1489, 0.20
1490, 0.10
1491, 0.62
1492, 0.49
1493, 0.27
1494, 0.42
1495, 0.73
1496, 0.74
1497, 0.17
1498, 0.16
1499, 0.53
1500, 0.63
1501, 0.26
1502, 0.28
1503, 0.87
1504, 0.31
1505, 0.23
1506, 0.23
1507, 0.41
1508, 0.28
1509, 0.25
1510, 0.27
1511, 0.09
1512, 0.09
1513, 0.31
1514, 0.33
1515, 0.18
1516, 0.22
1517, 0.28
1518, 0.30
1519, 0.26
1520, 0.21
1521, 0.46
1522, 0.17
1523, 0.19
1524, 0.33
1525, 0.37
1526, 0.37
1527, 0.32
1528, 0.32
1529, 0.62
1530, 0.60
1531, 0.34
1532, 0.36
1533, 0.10
1534, 0.26
1535, 0.21
1536, 0.10
1537, 0.65
1538, 0.63
1539, 0.53
1540, 0.59
1541, 0.36
1542, 0.22
1543, 0.28
1544, 0.29
1545, 0.48
1546, 0.21
1547, 0.29
1548, 0.37
1549, 0.72
1550, 0.31
1551, 0.41
1552, 0.24
1553, 0.23
1554, 0.33
1555, 0.78
1556, 0.14
1557, 0.61
1558, 0.80
1559, 0.31
1560, 0.27
1561, 0.22
1562, 0.60
1563, 0.39
1564, 0.44
1565, 0.79
1566, 0.11
1567, 0.30
1568, 0.63
1569, 0.17
1570, 0.18
1571, 0.06
1572, 0.31
1573, 0.53
1574, 0.31
1575, 0.26
1576, 0.44
1577, 0.22
1578, 0.19
1579, 0.25
1580, 0.31
1581, 0.22
1582, 0.29
1583, 0.85
1584, 0.24
1585, 0.86
1586, 0.26
1587, 0.25
1588, 0.88
1589, 0.43
1590, 0.52
1591, 0.18
1592, 0.25
1593, 0.30
1594, 0.47
1595, 0.32
1596, 0.18
1597, 0.78
1598, 0.38
1599, 0.27
1600, 0.47
1601, 0.87
1602, 0.27
1603, 0.31
1604, 0.41
1605, 0.21
1606, 0.41
1607, 0.21
1608, 0.15
1609, 0.21
1610, 0.32
1611, 0.24
1612, 0.20
1613, 0.25
1614, 0.19
1615, 0.30
1616, 0.22
1617, 0.56
1618, 0.15
1619, 0.76
1620, 0.45
1621, 0.95
1622, 0.26
1623, 0.38
1624, 0.62
1625, 0.21
1626, 0.38
1627, 0.17
1628, 0.17
1629, 0.31
1630, 0.41
1631, 0.44
1632, 0.71
1633, 0.46
1634, 0.24
1635, 0.54
1636, 0.17
1637, 0.25
1638, 0.23
1639, 0.20
1640, 0.35
1641, 0.20
1642, 0.47
1643, 0.23
1644, 0.59
1645, 0.31
1646, 0.93
1647, 0.71
1648, 0.37
1649, 0.35
1650, 0.32
1651, 0.50
1652, 0.37
1653, 0.17
1654, 0.66
1655, 0.20
1656, 0.29
1657, 0.15
1658, 0.36
1659, 0.22
1660, 0.21
1661, 0.38
1662, 0.39
1663, 0.17
1664, 0.24
1665, 0.28
1666, 0.30
1667, 0.12
1668, 0.41
1669, 0.59
1670, 0.68
1671, 0.30
1672, 0.41
1673, 0.24
1674, 0.44
1675, 0.35
1676, 0.61
1677, 0.52
1678, 0.25
1679, 0.25
1680, 0.65
1681, 0.49
1682, 0.50
1683, 0.37
1684, 0.32
1685, 0.35
1686, 0.73
1687, 0.15
1688, 0.24
1689, 0.28
1690, 0.17
1691, 0.28
1692, 0.81
1693, 0.57
1694, 0.64
1695, 0.29
1696, 0.27
1697, 0.39
1698, 0.49
1699, 0.30
1700, 0.55
1701, 0.29
1702, 0.45
1703, 0.31
1704, 0.49
1705, 0.75
1706, 0.60
1707, 0.17
1708, 0.27
1709, 0.33
1710, 0.47
1711, 0.34
1712, 0.29
1713, 0.37
1714, 0.54
1715, 0.36
1716, 0.46
1717, 0.41
1718, 0.23
1719, 0.33
1720, 0.26
1721, 0.47
1722, 0.21
1723, 0.18
1724, 0.48
1725, 0.24
1726, 0.96
1727, 0.19
1728, 0.56
1729, 0.28
1730, 0.27
1731, 0.06
1732, 0.25
1733, 0.40
1734, 0.09
1735, 0.26
1736, 0.17
1737, 0.29
1738, 0.22
1739, 0.27
1740, 0.21
1741, 0.39
1742, 0.30
1743, 0.55
1744, 0.27
1745, 0.09
1746, 0.48
1747, 0.38
1748, 0.30
1749, 0.32
1750, 0.14
1751, 0.45
1752, 0.16
1753, 0.37
1754, 0.15
1755, 0.18
1756, 0.44
1757, 0.40
1758, 0.22
1759, 0.32
1760, 0.42
1761, 0.44
1762, 0.21
1763, 0.25
1764, 0.29
1765, 0.38
1766, 0.29
1767, 0.55
1768, 0.27
1769, 0.39
1770, 0.29
1771, 0.36
1772, 0.16
1773, 0.40
1774, 0.54
1775, 0.31
1776, 0.54
1777, 0.27
1778, 0.29
1779, 0.51
1780, 0.16
1781, 0.52
1782, 0.46
1783, 0.09
1784, 0.54
1785, 0.26
1786, 0.22
1787, 0.22
1788, 0.36
1789, 0.13
1790, 0.20
1791, 0.37
1792, 0.53
1793, 0.25
1794, 0.24
1795, 0.31
1796, 0.27
1797, 0.69
1798, 0.39
1799, 0.27
1800, 0.13
1801, 0.71
1802, 0.27
1803, 0.10
1804, 0.25
1805, 0.38
1806, 0.24
1807, 0.33
1808, 0.29
1809, 0.33
1810, 0.44
1811, 0.26
1812, 0.37
1813, 0.45
1814, 0.83
1815, 0.27
1816, 0.17
1817, 0.59
1818, 0.34
1819, 0.25
1820, 0.23
1821, 0.49
1822, 0.32
1823, 0.34
1824, 0.08
1825, 0.54
1826, 0.16
1827, 0.35
1828, 0.66
1829, 0.57
1830, 0.28
1831, 0.16
1832, 0.25
1833, 0.34
1834, 0.34
1835, 0.32
1836, 0.49
1837, 0.13
1838, 0.68
1839, 0.66
1840, 0.28
1841, 0.32
1842, 0.27
1843, 0.20
1844, 0.90
1845, 0.56
1846, 0.26
1847, 0.24
1848, 0.24
1849, 0.45
1850, 0.22
1851, 0.25
1852, 0.45
1853, 0.12
1854, 0.27
1855, 0.39
1856, 0.33
1857, 0.24
1858, 0.28
1859, 0.42
1860, 0.28
1861, 0.30
1862, 0.18
1863, 0.37
1864, 0.26
1865, 0.11
1866, 0.28
1867, 0.21
1868, 0.50
1869, 0.79
1870, 0.19
1871, 0.23
1872, 0.31
